rank,lemma,PoS,freq,perMil,%caps,%allC,range,disp,blog,web,TVM,spok,fic,mag,news,acad,blogPM,webPM,TVMPM,spokPM,ficPM,magPM,newsPM,acadPM
3754,eager,j,18609,18.74,0.04,0.00,15877,0.96,1724,1971,966,1445,3791,3554,3450,1708,13.87,15.33,7.54,11.46,32.04,28.19,28.34,14.26
3759,sixth,m,18547,18.68,0.19,0.01,13616,0.95,1446,2106,1390,1479,1669,2253,5683,2521,11.64,16.37,10.85,11.73,14.11,17.87,46.68,21.05
3766,trait,n,18502,18.63,0.03,0.00,9006,0.91,2194,3151,455,546,820,2907,1081,7348,17.66,24.50,3.55,4.33,6.93,23.05,8.88,61.34
3779,roman,j,18414,18.54,0.97,0.00,9080,0.95,2244,3238,879,849,1473,3632,2064,4035,18.06,25.18,6.86,6.73,12.45,28.80,16.95,33.68
3783,opera,n,18377,18.51,0.32,0.01,8089,0.92,1348,1627,1392,1954,1673,2007,7119,1257,10.85,12.65,10.87,15.49,14.14,15.92,58.48,10.49
3785,mount,n,18361,18.49,0.76,0.01,9711,0.94,1386,1989,1085,995,1974,4780,4217,1935,11.15,15.46,8.47,7.89,16.68,37.91,34.64,16.15
3788,porch,n,18345,18.47,0.03,0.01,9127,0.87,837,910,1073,719,10229,2393,1828,356,6.74,7.08,8.38,5.70,86.45,18.98,15.02,2.97
3814,daily,r,18177,18.30,0.03,0.00,14057,0.94,2801,2760,323,756,1062,3726,4436,2313,22.54,21.46,2.52,5.99,8.98,29.55,36.44,19.31
3818,stuff,v,18158,18.29,0.07,0.01,14562,0.96,1959,1661,3096,1521,4913,2550,2179,279,15.77,12.91,24.17,12.06,41.52,20.22,17.90,2.33
3822,plead,v,18129,18.26,0.02,0.00,12898,0.95,1157,1892,1560,3303,2978,1873,4416,950,9.31,14.71,12.18,26.19,25.17,14.85,36.27,7.93
3830,flood,n,18059,18.19,0.10,0.01,9498,0.95,2122,2976,799,2411,1790,2534,3355,2072,17.08,23.14,6.24,19.11,15.13,20.10,27.56,17.30
3831,guilt,n,18057,18.18,0.05,0.01,11712,0.97,2352,2396,2218,2073,3376,1984,1318,2340,18.93,18.63,17.32,16.43,28.53,15.73,10.83,19.53
3833,alarm,n,18039,18.17,0.04,0.02,11731,0.97,1496,1937,3365,1591,4308,2403,2009,930,12.04,15.06,26.27,12.61,36.41,19.06,16.50,7.76
3844,mommy,n,17978,18.10,0.67,0.02,7999,0.93,1392,938,9276,1816,2690,1211,476,179,11.20,7.29,72.43,14.40,22.73,9.60,3.91,1.49
3846,shrug,v,17959,18.09,0.05,0.00,10538,0.82,1077,1085,126,270,12985,1269,969,178,8.67,8.44,0.98,2.14,109.74,10.06,7.96,1.49
3852,shore,n,17908,18.03,0.08,0.01,11495,0.95,1423,1978,1269,1228,4628,3456,2328,1597,11.45,15.38,9.91,9.74,39.11,27.41,19.12,13.33
3854,cliff,n,17891,18.02,0.12,0.01,9316,0.95,3361,3294,1455,1199,3517,2818,1412,835,27.05,25.61,11.36,9.51,29.72,22.35,11.60,6.97
3862,slice,n,17862,17.99,0.04,0.01,9985,0.90,1333,1244,1094,609,2434,6767,3537,844,10.73,9.67,8.54,4.83,20.57,53.67,29.05,7.05
3863,brave,j,17860,17.99,0.12,0.01,12899,0.98,2759,2237,3901,2291,3013,1802,1255,602,22.20,17.39,30.46,18.16,25.46,14.29,10.31,5.03
3868,harsh,j,17815,17.94,0.04,0.00,14289,0.98,2494,2275,1194,1887,2769,2690,2584,1922,20.07,17.69,9.32,14.96,23.40,21.33,21.23,16.04
3869,chaos,n,17809,17.93,0.10,0.01,12773,0.98,2290,2283,1692,2716,2487,2461,2123,1757,18.43,17.75,13.21,21.53,21.02,19.52,17.44,14.67
3872,piano,n,17786,17.91,0.10,0.01,8442,0.96,1168,1581,2188,2346,3786,2233,3057,1427,9.40,12.29,17.08,18.60,32.00,17.71,25.11,11.91
3895,short,r,17604,17.73,0.01,0.00,14665,0.96,3203,3072,686,867,1887,2728,1603,3558,25.78,23.89,5.36,6.87,15.95,21.64,13.17,29.70
3906,speed,v,17549,17.67,0.04,0.01,13900,0.97,1873,2104,1738,1634,3323,3354,2461,1062,15.07,16.36,13.57,12.95,28.08,26.60,20.21,8.87
3919,loser,n,17479,17.60,0.14,0.02,11311,0.97,2769,2287,5066,1774,1174,1751,1862,796,22.29,17.78,39.56,14.06,9.92,13.89,15.29,6.64
3921,saint,n,17465,17.59,0.39,0.01,8401,0.96,2659,3193,1339,738,2000,2500,2906,2130,21.40,24.83,10.45,5.85,16.90,19.83,23.87,17.78
3928,reach,n,17415,17.54,0.06,0.02,14140,0.96,2028,2253,832,946,3062,3351,2472,2471,16.32,17.52,6.50,7.50,25.88,26.58,20.31,20.63
3934,spill,v,17398,17.52,0.04,0.01,13150,0.95,1403,1560,2155,1418,5332,2275,2030,1225,11.29,12.13,16.83,11.24,45.06,18.04,16.67,10.23
3942,march,v,17363,17.48,0.06,0.01,12188,0.98,1461,1876,1691,2211,3892,2901,2382,949,11.76,14.59,13.20,17.53,32.89,23.01,19.57,7.92
3955,jeans,n,17273,17.39,0.06,0.01,10586,0.91,1355,1240,1295,1154,6568,3552,1844,265,10.91,9.64,10.11,9.15,55.51,28.17,15.15,2.21
3958,boost,v,17241,17.36,0.04,0.01,13815,0.93,2219,2083,524,1116,486,5383,4170,1260,17.86,16.20,4.09,8.85,4.11,42.69,34.25,10.52
3961,array,n,17233,17.35,0.04,0.00,11739,0.94,1826,2674,646,615,1307,3751,2214,4200,14.70,20.79,5.04,4.88,11.05,29.75,18.19,35.06
3965,ranch,n,17219,17.34,0.32,0.02,7652,0.92,815,1101,1532,1510,2897,3472,5268,624,6.56,8.56,11.96,11.97,24.48,27.54,43.27,5.21
3966,scout,n,17206,17.33,0.64,0.02,7423,0.92,1492,1377,2118,1400,1731,5185,3408,495,12.01,10.71,16.54,11.10,14.63,41.12,27.99,4.13
3967,medal,n,17200,17.32,0.24,0.01,7547,0.91,1410,1870,1464,2209,948,2409,5828,1062,11.35,14.54,11.43,17.51,8.01,19.11,47.87,8.87
3976,towel,n,17122,17.24,0.03,0.01,10319,0.93,1227,1521,2555,759,5867,3276,1674,243,9.87,11.83,19.95,6.02,49.58,25.98,13.75,2.03
3979,bonus,n,17099,17.22,0.12,0.03,10896,0.94,3041,2841,1140,1322,732,3540,3814,669,24.47,22.09,8.90,10.48,6.19,28.07,31.33,5.58
3981,genre,n,17072,17.19,0.04,0.00,8369,0.92,3373,3043,257,564,444,2136,1733,5522,27.15,23.66,2.01,4.47,3.75,16.94,14.24,46.10
4001,upset,j,16960,17.08,0.01,0.01,13520,0.97,2311,1740,3723,3470,1876,1286,2157,397,18.60,13.53,29.07,27.51,15.86,10.20,17.72,3.31
4015,guard,v,16876,16.99,0.14,0.04,12424,0.97,1444,1874,2388,1104,2968,2287,3735,1076,11.62,14.57,18.65,8.75,25.08,18.14,30.68,8.98
4026,crown,n,16806,16.92,0.36,0.01,9839,0.96,1383,1802,1717,1306,2491,3130,3136,1841,11.13,14.01,13.41,10.35,21.05,24.82,25.76,15.37
4032,thumb,n,16776,16.89,0.06,0.01,11764,0.94,1747,1756,1824,1025,5630,2564,1416,814,14.06,13.65,14.24,8.13,47.58,20.33,11.63,6.80
4039,award,v,16728,16.85,0.06,0.01,11928,0.95,1951,2717,489,1255,509,2631,4064,3112,15.70,21.13,3.82,9.95,4.30,20.87,33.38,25.98
4044,greek,j,16725,16.84,1.00,0.01,8435,0.95,1981,3346,1004,1125,1494,2841,1988,2946,15.94,26.02,7.84,8.92,12.63,22.53,16.33,24.59
4059,flash,v,16627,16.74,0.10,0.02,11599,0.90,1208,1345,1283,738,8127,2038,1513,375,9.72,10.46,10.02,5.85,68.69,16.16,12.43,3.13
4062,shell,n,16622,16.74,0.11,0.01,9448,0.95,2010,2665,2117,857,2646,3575,1709,1043,16.18,20.72,16.53,6.79,22.36,28.35,14.04,8.71
4064,frame,v,16594,16.71,0.05,0.01,12103,0.96,1822,1930,1319,1147,2423,2777,1462,3714,14.66,15.01,10.30,9.09,20.48,22.02,12.01,31.00
4072,value,v,16523,16.64,0.03,0.00,11991,0.95,2850,2513,622,830,744,2549,2177,4238,22.94,19.54,4.86,6.58,6.29,20.22,17.88,35.38
4076,nasty,j,16504,16.62,0.06,0.01,12690,0.97,2904,2146,3178,1875,2716,2017,1315,352,23.37,16.69,24.81,14.86,22.95,16.00,10.80,2.94
4078,prior,j,16472,16.59,0.05,0.00,10320,0.91,2297,3089,475,1047,498,1268,1343,6455,18.49,24.02,3.71,8.30,4.21,10.06,11.03,53.89
4090,trunk,n,16376,16.49,0.04,0.01,9218,0.93,791,1122,2586,803,6077,2639,1220,1138,6.37,8.72,20.19,6.37,51.36,20.93,10.02,9.50
4093,belly,n,16361,16.48,0.07,0.01,10757,0.91,1269,1369,1798,757,7245,2346,1112,465,10.21,10.64,14.04,6.00,61.23,18.61,9.13,3.88
4097,flash,n,16348,16.46,0.21,0.02,10351,0.94,2175,2325,1828,754,4946,2439,1171,710,17.50,18.08,14.27,5.98,41.80,19.34,9.62,5.93
4100,ridge,n,16341,16.46,0.49,0.02,8091,0.93,760,998,1043,1073,3178,4317,3734,1238,6.12,7.76,8.14,8.51,26.86,34.24,30.67,10.33
4103,cheer,v,16318,16.43,0.13,0.06,11864,0.97,1820,1635,3862,2225,2585,1694,2178,319,14.65,12.71,30.15,17.64,21.85,13.43,17.89,2.66
4105,tumor,n,16309,16.42,0.03,0.00,4463,0.87,1077,1714,1386,1068,681,3813,1143,5427,8.67,13.33,10.82,8.47,5.76,30.24,9.39,45.30
4107,wrist,n,16293,16.41,0.02,0.01,10149,0.91,848,1072,1745,750,7393,2504,1385,596,6.82,8.34,13.62,5.95,62.48,19.86,11.38,4.98
4111,realm,n,16277,16.39,0.06,0.00,10610,0.94,2230,2499,1104,679,1552,2188,1119,4906,17.95,19.43,8.62,5.38,13.12,17.35,9.19,40.95
4113,twist,v,16274,16.39,0.03,0.01,12112,0.91,1413,1560,1576,767,7476,2082,933,467,11.37,12.13,12.31,6.08,63.18,16.51,7.66,3.90
4119,gross,j,16241,16.36,0.15,0.02,11425,0.97,2321,2628,2611,1291,811,2111,2048,2420,18.68,20.43,20.39,10.24,6.85,16.74,16.82,20.20
4129,suite,n,16164,16.28,0.30,0.02,9231,0.94,1222,1372,1572,585,2192,3921,3942,1358,9.83,10.67,12.27,4.64,18.53,31.10,32.38,11.34
4133,demon,n,16143,16.26,0.14,0.01,6807,0.93,1625,2577,5114,589,3658,1083,823,674,13.08,20.04,39.93,4.67,30.92,8.59,6.76,5.63
4140,await,v,16102,16.22,0.03,0.00,13743,0.97,1692,1837,1426,1406,2638,2641,3110,1352,13.62,14.28,11.13,11.15,22.30,20.95,25.55,11.29
4145,greet,v,16069,16.18,0.02,0.00,13050,0.94,1253,1539,843,1270,4947,2656,2621,940,10.08,11.97,6.58,10.07,41.81,21.06,21.53,7.85
4146,trash,n,16056,16.17,0.03,0.01,10776,0.97,2236,1726,2797,1342,3503,1661,2189,602,18.00,13.42,21.84,10.64,29.61,13.17,17.98,5.03
4165,crawl,v,15944,16.06,0.04,0.01,11415,0.92,1180,1379,2530,894,6564,1915,1082,400,9.50,10.72,19.75,7.09,55.48,15.19,8.89,3.34
4168,fluid,n,15938,16.05,0.05,0.01,9365,0.95,1553,1799,1545,777,1915,3371,1090,3888,12.50,13.99,12.06,6.16,16.18,26.73,8.95,32.46
4173,spell,v,15921,16.03,0.05,0.01,11437,0.97,2350,2604,2111,1489,1788,1785,1662,2132,18.91,20.25,16.48,11.80,15.11,14.16,13.65,17.80
4177,known,j,15885,16.00,0.02,0.00,12263,0.96,2204,2999,1225,1117,985,2769,1307,3279,17.74,23.32,9.56,8.86,8.32,21.96,10.74,27.37
4196,punch,v,15780,15.89,0.06,0.01,11418,0.96,1594,1576,3035,1483,4330,1803,1683,276,12.83,12.25,23.70,11.76,36.60,14.30,13.82,2.30
4197,burst,v,15772,15.88,0.02,0.01,12331,0.92,1096,1416,1194,915,6588,2341,1618,607,8.82,11.01,9.32,7.25,55.68,18.57,13.29,5.07
4202,above,j,15751,15.86,0.01,0.00,11260,0.91,4799,4762,238,505,362,1042,620,3423,38.62,37.03,1.86,4.00,3.06,8.26,5.09,28.57
4205,worry,n,15739,15.85,0.03,0.01,12737,0.98,1852,1711,1899,1772,2616,2261,2239,1389,14.90,13.30,14.83,14.05,22.11,17.93,18.39,11.60
4208,sneak,v,15716,15.83,0.04,0.01,12542,0.96,1416,1425,4076,1312,4088,1866,1286,247,11.40,11.08,31.83,10.40,34.55,14.80,10.56,2.06
4219,slope,n,15651,15.76,0.08,0.01,8390,0.93,1159,1501,409,679,3475,3792,1764,2872,9.33,11.67,3.19,5.38,29.37,30.07,14.49,23.98
4220,skirt,n,15648,15.76,0.03,0.01,9159,0.90,1049,867,1435,679,6701,3043,1239,635,8.44,6.74,11.20,5.38,56.63,24.13,10.18,5.30
4232,quest,n,15593,15.70,0.18,0.02,10712,0.96,2052,2537,1098,1152,990,2800,2125,2839,16.51,19.73,8.57,9.13,8.37,22.21,17.45,23.70
4240,strip,v,15548,15.66,0.05,0.01,12523,0.97,1884,1938,1296,1190,2993,2991,2076,1180,15.16,15.07,10.12,9.43,25.30,23.72,17.05,9.85
4241,elbow,n,15543,15.65,0.04,0.00,10278,0.91,817,1050,1017,591,6565,2972,1867,664,6.58,8.16,7.94,4.69,55.48,23.57,15.34,5.54
4244,unity,n,15519,15.63,0.15,0.01,8097,0.92,1654,2336,405,1679,444,1882,1685,5434,13.31,18.16,3.16,13.31,3.75,14.93,13.84,45.36
4252,sweat,n,15505,15.61,0.08,0.01,10849,0.90,881,1120,1538,747,7419,2153,1174,473,7.09,8.71,12.01,5.92,62.70,17.07,9.64,3.95
4256,flour,n,15472,15.58,0.04,0.00,4997,0.86,1004,1029,363,584,1184,6816,4096,396,8.08,8.00,2.83,4.63,10.01,54.06,33.64,3.31
4258,rally,n,15471,15.58,0.06,0.01,9220,0.92,2177,1956,884,3568,454,2044,3684,703,17.52,15.21,6.90,28.29,3.84,16.21,30.26,5.87
4261,plain,n,15447,15.56,0.39,0.01,9424,0.95,1125,1809,739,1105,2978,3122,2085,2484,9.05,14.07,5.77,8.76,25.17,24.76,17.13,20.74
4268,outer,j,15390,15.50,0.11,0.01,9979,0.95,1218,2048,1212,806,2710,3834,1224,2338,9.80,15.92,9.46,6.39,22.90,30.41,10.05,19.52
4272,arena,n,15361,15.47,0.06,0.01,10183,0.94,1860,1718,586,1354,736,2149,3578,3380,14.97,13.36,4.58,10.73,6.22,17.04,29.39,28.22
4273,witch,n,15359,15.47,0.21,0.01,6143,0.94,1474,1660,5046,963,3156,1103,945,1012,11.86,12.91,39.40,7.63,26.67,8.75,7.76,8.45
4275,forty,m,15352,15.46,0.22,0.01,11198,0.93,1106,1787,917,1706,5317,1875,432,2212,8.90,13.89,7.16,13.53,44.94,14.87,3.55,18.47
4277,unite,v,15351,15.46,0.19,0.01,11240,0.96,2048,2653,954,2140,591,1977,2497,2491,16.48,20.63,7.45,16.97,4.99,15.68,20.51,20.79
4283,squad,n,15328,15.44,0.15,0.02,9254,0.96,1706,1848,2992,1193,1984,1904,3265,436,13.73,14.37,23.36,9.46,16.77,15.10,26.82,3.64
4298,shark,n,15207,15.31,0.20,0.02,5180,0.92,1273,1074,3036,2264,1699,2728,1633,1500,10.25,8.35,23.70,17.95,14.36,21.64,13.41,12.52
4299,lobby,n,15206,15.31,0.09,0.03,9379,0.95,1539,1279,1494,1230,3976,2249,2675,764,12.39,9.94,11.67,9.75,33.60,17.84,21.97,6.38
4303,ankle,n,15182,15.29,0.02,0.01,9512,0.94,1152,1160,1671,676,4559,2502,2681,781,9.27,9.02,13.05,5.36,38.53,19.84,22.02,6.52
4307,mercy,n,15139,15.25,0.22,0.01,9488,0.97,1950,3021,2997,962,2488,1568,1154,999,15.69,23.49,23.40,7.63,21.03,12.44,9.48,8.34
4318,toxic,j,15101,15.21,0.08,0.01,8716,0.95,2158,1838,1228,1392,628,3697,1873,2287,17.37,14.29,9.59,11.04,5.31,29.32,15.38,19.09
4322,debut,n,15081,15.19,0.03,0.01,10732,0.92,1826,2562,326,1203,295,3681,4620,568,14.70,19.92,2.55,9.54,2.49,29.19,37.95,4.74
4343,chase,n,14979,15.08,0.61,0.06,8043,0.93,1380,2128,1872,2090,2227,1843,2969,470,11.11,16.55,14.62,16.57,18.82,14.62,24.39,3.92
4346,local,n,14975,15.08,0.45,0.02,10315,0.95,2121,1864,783,784,1270,2807,3350,1996,17.07,14.49,6.11,6.22,10.73,22.26,27.52,16.66
4347,crush,v,14968,15.07,0.05,0.01,11968,0.97,1608,1644,2515,1208,2983,2475,1811,724,12.94,12.78,19.64,9.58,25.21,19.63,14.88,6.04
4351,whale,n,14947,15.05,0.18,0.04,4206,0.86,828,1256,2085,1179,3463,2740,1476,1920,6.66,9.77,16.28,9.35,29.27,21.73,12.12,16.03
4354,drain,v,14944,15.05,0.17,0.00,10122,0.92,984,1173,993,657,2538,5141,2659,799,7.92,9.12,7.75,5.21,21.45,40.77,21.84,6.67
4355,drift,v,14941,15.05,0.03,0.00,10929,0.89,812,1139,850,640,7431,2154,1164,751,6.54,8.86,6.64,5.07,62.80,17.08,9.56,6.27
4360,grief,n,14918,15.02,0.06,0.01,9628,0.96,1484,1967,1368,1636,3887,1674,1478,1424,11.94,15.29,10.68,12.97,32.85,13.28,12.14,11.89
4362,skull,n,14911,15.02,0.12,0.03,8398,0.95,971,1333,2886,871,4605,2066,918,1261,7.81,10.36,22.53,6.91,38.92,16.38,7.54,10.53
4369,bleed,v,14888,13.81,0.04,0.01,9973,0.96,1133,1294,4111,994,3250,1309,867,752,9.12,10.06,32.10,7.88,27.47,10.38,7.12,6.28
4370,shock,v,14881,14.99,0.02,0.01,12526,0.97,2080,1768,1104,2898,2414,1918,2037,661,16.74,13.75,8.62,22.98,20.40,15.21,16.73,5.52
4372,fixed,j,14876,14.98,0.06,0.00,9800,0.93,2001,2799,674,724,1011,2023,1324,4320,16.10,21.76,5.26,5.74,8.54,16.04,10.88,36.06
4384,kinda,r,14792,14.90,0.12,0.01,9059,0.92,3107,2267,7095,208,1360,425,270,60,25.01,17.63,55.40,1.65,11.49,3.37,2.22,0.50
4387,brush,n,14780,14.88,0.06,0.01,9121,0.92,1236,902,794,840,3643,5140,1403,822,9.95,7.01,6.20,6.66,30.79,40.76,11.52,6.86
4394,panic,n,14761,14.86,0.11,0.01,10348,0.96,1687,1800,1547,1671,4136,1845,1314,771,13.58,14.00,12.08,13.25,34.96,14.63,10.79,6.44
4399,guess,n,14729,14.83,0.04,0.01,11775,0.97,3013,2076,3277,2163,1816,1122,882,380,24.25,16.14,25.59,17.15,15.35,8.90,7.24,3.17
4411,draft,v,14645,14.75,0.08,0.01,10235,0.94,1812,2075,538,1009,769,2069,4442,1931,14.58,16.13,4.20,8.00,6.50,16.41,36.49,16.12
4412,rider,n,14637,14.74,0.16,0.02,6414,0.93,1728,1519,848,747,2049,4147,2912,687,13.91,11.81,6.62,5.92,17.32,32.89,23.92,5.74
4417,reply,n,14613,14.72,0.16,0.01,9652,0.92,4009,3504,262,317,3097,1081,1393,950,32.26,27.24,2.05,2.51,26.17,8.57,11.44,7.93
4427,clerk,n,14547,14.65,0.18,0.05,7608,0.93,1169,2136,1234,1386,3597,1412,2742,871,9.41,16.61,9.64,10.99,30.40,11.20,22.52,7.27
4430,laser,n,14523,14.63,0.12,0.02,5697,0.93,1130,1614,1570,807,1665,3802,1161,2774,9.09,12.55,12.26,6.40,14.07,30.15,9.54,23.16
4436,verse,n,14470,14.57,0.12,0.01,6907,0.92,2417,4991,691,603,1489,1118,781,2380,19.45,38.81,5.40,4.78,12.58,8.87,6.42,19.87
4440,given,c,14460,14.56,0.35,0.00,11429,0.93,3318,2584,273,1215,498,1689,1181,3705,26.70,20.09,2.13,9.63,4.21,13.40,9.70,30.93
4441,shove,v,14456,14.56,0.04,0.01,10675,0.90,1424,1275,2082,764,6775,1008,913,215,11.46,9.91,16.26,6.06,57.26,7.99,7.50,1.79
4444,steam,n,14454,14.56,0.17,0.04,8894,0.95,1799,1598,1091,926,3134,2583,1603,1720,14.48,12.42,8.52,7.34,26.49,20.49,13.17,14.36
4449,slide,n,14433,14.53,0.11,0.01,8071,0.94,1624,1603,973,770,1810,2540,1757,3356,13.07,12.46,7.60,6.10,15.30,20.14,14.43,28.02
4450,sheep,n,14430,14.53,0.08,0.01,7164,0.95,1664,2154,1607,737,2690,2694,1265,1619,13.39,16.75,12.55,5.84,22.73,21.37,10.39,13.52
4453,cloth,n,14408,14.51,0.03,0.01,8217,0.92,1248,1145,586,402,4838,2450,957,2782,10.04,8.90,4.58,3.19,40.89,19.43,7.86,23.22
4461,graph,n,14381,14.48,0.37,0.28,5795,0.88,2355,2547,168,199,392,1859,750,6111,18.95,19.80,1.31,1.58,3.31,14.74,6.16,51.01
4463,thief,n,14374,14.47,0.13,0.01,7941,0.97,1336,1834,3583,1154,3014,1291,1550,612,10.75,14.26,27.98,9.15,25.47,10.24,12.73,5.11
4469,pulse,n,14341,14.44,0.13,0.01,8506,0.95,774,1072,2995,725,3194,2517,964,2100,6.23,8.34,23.38,5.75,26.99,19.96,7.92,17.53
4486,alpha,n,14253,14.35,0.50,0.05,5486,0.89,1416,1298,2750,217,942,1702,567,5361,11.40,10.09,21.47,1.72,7.96,13.50,4.66,44.75
4496,leave,n,14202,14.30,0.09,0.01,9645,0.97,1495,2055,2172,1535,2018,1703,2152,1072,12.03,15.98,16.96,12.17,17.06,13.51,17.68,8.95
4498,olive,j,14192,14.29,0.05,0.00,6367,0.86,765,930,390,765,1211,6031,3754,346,6.16,7.23,3.05,6.06,10.23,47.83,30.84,2.89
4501,catch,n,14181,14.28,0.09,0.01,8994,0.95,1570,1291,1889,843,1738,2136,2489,2225,12.64,10.04,14.75,6.68,14.69,16.94,20.44,18.57
4522,pause,n,14099,14.20,0.15,0.02,8559,0.88,864,1350,492,885,7039,1578,989,902,6.95,10.50,3.84,7.02,59.49,12.51,8.12,7.53
4544,trace,n,14018,14.12,0.10,0.01,9752,0.96,862,1240,2429,765,3529,1976,1045,2172,6.94,9.64,18.97,6.06,29.83,15.67,8.58,18.13
4545,freak,v,14012,14.11,0.06,0.02,9941,0.94,2537,1864,6041,985,1333,829,376,47,20.42,14.49,47.17,7.81,11.27,6.57,3.09,0.39
4548,orbit,n,14003,14.10,0.03,0.01,5334,0.93,1017,1888,1275,692,2445,4438,805,1443,8.18,14.68,9.96,5.49,20.66,35.20,6.61,12.05
4549,purse,n,13998,14.10,0.05,0.01,8515,0.93,1061,852,2763,890,5237,1222,1493,480,8.54,6.62,21.57,7.06,44.26,9.69,12.26,4.01
4551,cease,v,13982,14.08,0.05,0.00,10885,0.96,2016,2791,1159,717,2443,1571,1054,2231,16.22,21.70,9.05,5.68,20.65,12.46,8.66,18.62
4558,model,v,13935,14.03,0.07,0.01,9260,0.91,1480,1655,505,664,613,2058,1029,5931,11.91,12.87,3.94,5.26,5.18,16.32,8.45,49.51
4581,alien,j,13821,13.92,0.13,0.02,6931,0.95,1597,2117,2865,493,3131,1564,625,1429,12.85,16.46,22.37,3.91,26.46,12.40,5.13,11.93
4583,fever,n,13809,13.91,0.12,0.01,7983,0.96,837,1646,2242,938,2423,2543,1291,1889,6.74,12.80,17.51,7.44,20.48,20.17,10.60,15.77
4586,arrow,n,13796,13.89,0.18,0.01,6967,0.94,1236,2172,1655,412,2752,2259,1019,2291,9.95,16.89,12.92,3.27,23.26,17.92,8.37,19.13
4602,awake,j,13699,13.80,0.04,0.01,9804,0.92,987,1284,2837,734,5830,1095,513,419,7.94,9.98,22.15,5.82,49.27,8.68,4.21,3.50
4604,spare,v,13687,13.78,0.08,0.01,11399,0.97,1404,1624,2646,869,3003,1838,1436,867,11.30,12.63,20.66,6.89,25.38,14.58,11.80,7.24
4610,level,j,13664,13.76,0.07,0.01,9762,0.94,2505,2196,611,925,910,1353,867,4297,20.16,17.07,4.77,7.33,7.69,10.73,7.12,35.87
4615,sadly,r,13633,13.73,0.41,0.00,11056,0.94,3989,2908,751,995,2224,1298,930,538,32.10,22.61,5.86,7.89,18.80,10.29,7.64,4.49
4645,drill,v,13524,13.62,0.09,0.02,7136,0.94,2087,1975,1027,1562,1019,2540,2399,915,16.80,15.36,8.02,12.38,8.61,20.14,19.71,7.64
4651,grasp,v,13477,13.57,0.03,0.00,10584,0.95,1901,1933,470,477,3576,2059,1006,2055,15.30,15.03,3.67,3.78,30.22,16.33,8.26,17.15
4656,enact,v,13451,13.55,0.02,0.01,8851,0.93,1875,2533,148,1014,255,1457,2009,4160,15.09,19.69,1.16,8.04,2.16,11.56,16.50,34.73
4662,slice,v,13431,13.53,0.09,0.01,8403,0.89,752,666,859,482,2349,5424,2659,240,6.05,5.18,6.71,3.82,19.85,43.02,21.84,2.00
4670,juror,n,13406,13.50,0.13,0.01,3501,0.82,400,647,553,5876,555,743,3213,1419,3.22,5.03,4.32,46.58,4.69,5.89,26.39,11.85
4672,blend,v,13390,13.48,0.07,0.00,9651,0.92,1141,1109,702,564,1267,4924,2349,1334,9.18,8.62,5.48,4.47,10.71,39.05,19.29,11.14
4677,liver,n,13374,13.47,0.06,0.00,5926,0.94,1398,1464,1867,1134,1056,2762,1405,2288,11.25,11.38,14.58,8.99,8.92,21.90,11.54,19.10
4681,elder,n,13336,13.43,0.26,0.02,6707,0.93,963,1630,938,919,1751,1818,1771,3546,7.75,12.67,7.32,7.29,14.80,14.42,14.55,29.60
4694,trail,v,13296,13.39,0.13,0.01,10253,0.93,992,1207,448,622,3889,2726,2998,414,7.98,9.38,3.50,4.93,32.87,21.62,24.63,3.46
4695,drown,v,13296,13.39,0.04,0.01,9970,0.96,1173,1510,2674,1218,3848,1353,1061,459,9.44,11.74,20.88,9.66,32.52,10.73,8.72,3.83
4696,merit,n,13286,13.38,0.07,0.00,9681,0.95,2414,2355,444,1226,628,1649,1749,2821,19.43,18.31,3.47,9.72,5.31,13.08,14.37,23.55
4706,added,j,13256,13.35,0.08,0.00,11091,0.95,2175,2302,252,619,687,3040,2371,1810,17.50,17.90,1.97,4.91,5.81,24.11,19.48,15.11
4708,comic,n,13245,13.34,0.19,0.02,4981,0.91,3629,2823,959,1066,522,1980,1426,840,29.21,21.95,7.49,8.45,4.41,15.70,11.71,7.01
4714,booth,n,13234,13.33,0.08,0.02,7719,0.94,1698,1157,1549,858,4054,1435,2073,410,13.67,9.00,12.09,6.80,34.26,11.38,17.03,3.42
4715,diary,n,13233,13.33,0.22,0.02,6299,0.96,2000,1744,1305,1554,1618,1557,1386,2069,16.10,13.56,10.19,12.32,13.67,12.35,11.38,17.27
4725,cruel,j,13185,13.28,0.05,0.01,9956,0.98,1592,1966,2056,1327,2671,1345,1134,1094,12.81,15.29,16.05,10.52,22.57,10.67,9.31,9.13
4727,rival,n,13176,13.27,0.04,0.00,10297,0.94,1357,1567,475,1385,628,2588,3901,1275,10.92,12.18,3.71,10.98,5.31,20.52,32.04,10.64
4730,flood,v,13171,13.26,0.05,0.01,10047,0.97,1817,1680,946,1489,2408,1824,2006,1001,14.62,13.06,7.39,11.80,20.35,14.47,16.48,8.36
4747,carve,v,13085,13.18,0.04,0.01,9673,0.95,915,1028,1065,713,2789,3264,1657,1654,7.36,7.99,8.32,5.65,23.57,25.89,13.61,13.81
4748,alley,n,13070,13.16,0.22,0.03,7543,0.93,828,928,2165,853,5015,1095,1819,367,6.66,7.22,16.90,6.76,42.38,8.68,14.94,3.06
