rank,lemma,PoS,freq,perMil,%caps,%allC,range,disp,blog,web,TVM,spok,fic,mag,news,acad,blogPM,webPM,TVMPM,spokPM,ficPM,magPM,newsPM,acadPM
1759,press,v,51939,52.30,0.12,0.01,33416,0.94,3911,5802,3554,4092,17131,8272,5432,3745,31.48,45.11,27.75,32.44,144.78,65.60,44.62,31.26
1766,drink,n,51766,52.13,0.04,0.01,26692,0.96,4157,4848,14814,2812,13237,5903,4395,1600,33.46,37.69,115.67,22.29,111.87,46.82,36.10,13.36
1772,cheap,j,51588,51.95,0.05,0.01,31883,0.96,11712,8388,4537,3952,4981,9034,6443,2541,94.26,65.22,35.42,31.33,42.10,71.65,52.92,21.21
1775,mayor,n,51481,51.84,0.46,0.03,19671,0.92,4776,4029,4808,12225,2793,3765,17483,1602,38.44,31.33,37.54,96.92,23.61,29.86,143.61,13.37
1788,train,n,50975,51.33,0.07,0.01,22205,0.96,5345,5598,7398,4678,12316,5388,8042,2210,43.02,43.53,57.76,37.09,104.09,42.73,66.06,18.45
1789,plate,n,50934,51.29,0.05,0.01,26459,0.95,3946,4807,5227,2621,11856,10523,8182,3772,31.76,37.38,40.81,20.78,100.20,83.46,67.21,31.49
1797,adopt,v,50605,50.96,0.02,0.00,29376,0.94,5981,8579,2078,4249,2065,6112,6345,15195,48.14,66.70,16.22,33.69,17.45,48.47,52.12,126.85
1801,panel,n,50544,50.90,0.10,0.01,22997,0.96,5633,6943,1433,7562,3711,9225,7122,8915,45.33,53.98,11.19,59.95,31.36,73.16,58.50,74.42
1805,solve,v,50437,50.79,0.03,0.00,32054,0.97,7920,7991,4679,7554,2936,6170,5026,8161,63.74,62.13,36.53,59.89,24.81,48.93,41.28,68.13
1809,check,n,50298,50.65,0.05,0.01,31256,0.98,6273,6671,8437,7542,4942,6123,7131,3179,50.49,51.87,65.88,59.79,41.77,48.56,58.57,26.54
1818,tired,j,49972,50.32,0.04,0.01,33233,0.97,6181,5447,11758,4600,12397,4645,3999,945,49.75,42.35,91.81,36.47,104.77,36.84,32.85,7.89
1822,honor,n,49871,50.22,0.25,0.01,28034,0.98,4387,5628,13965,5664,5208,4978,5985,4056,35.31,43.76,109.04,44.90,44.02,39.48,49.16,33.86
1823,works,n,49867,50.22,0.06,0.01,26623,0.95,6365,9021,1852,2516,2042,8536,7324,12211,51.23,70.14,14.46,19.95,17.26,67.70,60.16,101.94
1825,theme,n,49821,50.82,0.05,0.01,27280,0.94,7300,8065,1758,4308,1631,6423,6372,14608,58.75,62.71,13.73,34.15,13.78,50.94,52.34,121.95
1826,issue,v,49792,50.14,0.03,0.00,31455,0.94,6002,9089,1466,6159,1727,6386,10005,8958,48.30,70.67,11.45,48.83,14.60,50.65,82.18,74.78
1828,clean,v,49764,50.11,0.06,0.01,32442,0.98,6027,4989,11059,4797,8810,6779,5119,2184,48.51,38.79,86.35,38.03,74.46,53.76,42.05,18.23
1832,empty,j,49565,49.91,0.04,0.01,30871,0.92,4421,5281,5153,2575,20434,4906,4310,2485,35.58,41.06,40.23,20.41,172.70,38.91,35.40,20.74
1842,sugar,n,49230,49.58,0.13,0.03,17851,0.91,4163,4220,4697,2704,4323,17862,9340,1921,33.50,32.81,36.67,21.44,36.54,141.66,76.72,16.04
1846,error,n,49042,49.39,0.04,0.00,23351,0.93,8024,11783,1418,2404,1804,4718,4787,14104,64.58,91.62,11.07,19.06,15.25,37.42,39.32,117.74
1855,limit,n,48738,49.08,0.04,0.01,30098,0.96,6668,7731,2401,4626,2727,7176,7432,9977,53.66,60.11,18.75,36.67,23.05,56.91,61.05,83.29
1860,equal,j,48522,48.86,0.06,0.00,28872,0.94,7814,9629,1751,3879,2048,6368,4899,12135,62.89,74.87,13.67,30.75,17.31,50.50,40.24,101.30
1866,score,v,48316,48.66,0.05,0.01,24000,0.93,6767,5661,2603,1830,1365,5693,17108,7289,54.46,44.02,20.32,14.51,11.54,45.15,140.53,60.85
1869,clear,v,48273,48.61,0.09,0.01,34112,0.98,4442,4795,9613,4912,10922,5505,5360,2724,35.75,37.28,75.06,38.94,92.31,43.66,44.03,22.74
1874,sight,n,48022,48.36,0.03,0.01,33010,0.95,3857,5628,5212,3225,15043,7249,4418,3390,31.04,43.76,40.70,25.57,127.14,57.49,36.29,28.30
1875,sleep,n,48020,48.36,0.06,0.01,23148,0.91,4156,8505,8492,3427,11347,7025,2228,2840,33.45,66.13,66.31,27.17,95.90,55.71,18.30,23.71
1877,dress,n,47994,48.33,0.03,0.01,21487,0.94,3948,3237,7980,4613,15000,7088,3800,2328,31.77,25.17,62.31,36.57,126.77,56.21,31.21,19.43
1885,ocean,n,47773,48.11,0.25,0.01,21160,0.97,5480,7086,4481,3580,7813,9549,5163,4621,44.10,55.10,34.99,28.38,66.03,75.73,42.41,38.58
1888,grant,v,47729,48.06,0.13,0.01,32130,0.97,7456,9115,3218,3807,3733,5327,6576,8497,60.01,70.87,25.13,30.18,31.55,42.25,54.02,70.93
1905,cloud,n,47140,47.47,0.13,0.01,22330,0.95,6969,7140,2797,2256,13054,8825,3003,3096,56.09,55.52,21.84,17.89,110.33,69.99,24.67,25.85
1922,under,r,46799,47.13,0.04,0.01,35998,0.97,5753,6238,3347,6621,3632,7792,8300,5116,46.30,48.50,26.13,52.49,30.70,61.80,68.18,42.71
1925,yours,p,46632,46.96,0.08,0.02,29550,0.95,5412,4445,22089,3542,7442,2391,836,479,43.56,34.56,172.47,28.08,62.90,18.96,6.87,4.00
1927,dance,n,46601,46.93,0.16,0.01,20857,0.97,3699,3617,8613,3334,7209,5102,8010,7017,29.77,28.12,67.25,26.43,60.93,40.46,65.79,58.58
1928,shirt,n,46579,46.91,0.03,0.01,24889,0.93,3487,3108,7160,2819,18387,6332,4056,1230,28.06,24.17,55.90,22.35,155.40,50.22,33.32,10.27
1933,tooth,n,46405,46.73,0.04,0.01,25232,0.93,4032,4531,7273,2801,17800,5845,2374,1749,32.45,35.23,56.79,22.21,150.44,46.36,19.50,14.60
1941,uncle,n,46291,46.62,0.52,0.02,17451,0.93,2574,2975,13718,2554,16840,3168,3003,1459,20.72,23.13,107.11,20.25,142.32,25.12,24.67,12.18
1942,metal,n,46260,46.59,0.07,0.01,24103,0.95,4207,4773,3117,2049,12601,9325,5065,5123,33.86,37.11,24.34,16.24,106.50,73.95,41.60,42.77
1943,album,n,46247,46.57,0.05,0.01,13658,0.94,7297,11185,2283,5952,1598,9181,7837,914,58.73,86.97,17.83,47.19,13.51,72.81,64.37,7.63
1947,fruit,n,46189,46.51,0.08,0.01,22295,0.94,5109,6087,3074,2112,5354,13687,6111,4655,41.12,47.33,24.00,16.74,45.25,108.55,50.20,38.86
1958,dance,v,45680,46.00,0.12,0.02,24083,0.97,3178,3652,12492,3929,10497,4318,4813,2801,25.58,28.40,97.54,31.15,88.72,34.25,39.53,23.38
1959,prime,j,45667,45.99,0.40,0.01,26369,0.95,4727,5307,2268,10588,1931,6690,9407,4749,38.04,41.26,17.71,83.94,16.32,53.06,77.27,39.64
1960,urban,j,45632,45.95,0.17,0.01,21291,0.92,4822,4648,729,2607,987,6581,8388,16870,38.81,36.14,5.69,20.67,8.34,52.19,68.90,140.83
1964,shift,v,45537,45.86,0.04,0.00,32489,0.96,5004,5408,1594,3286,9523,7205,5718,7799,40.27,42.05,12.45,26.05,80.48,57.14,46.97,65.11
1978,climb,v,45263,45.58,0.04,0.01,26927,0.92,2953,3538,3634,2480,17425,8825,4979,1429,23.77,27.51,28.37,19.66,147.27,69.99,40.90,11.93
1989,chest,n,44918,45.23,0.03,0.01,24218,0.90,2138,3282,5244,2205,21046,6416,2693,1894,17.21,25.52,40.94,17.48,177.87,50.88,22.12,15.81
1991,paint,v,44842,45.16,0.04,0.01,25257,0.95,4238,4019,4442,3425,8051,12142,5197,3328,34.11,31.25,34.68,27.15,68.04,96.30,42.69,27.78
1998,super,j,44696,45.01,0.54,0.02,23897,0.95,8301,6703,6272,5910,1378,5855,9239,1038,66.81,52.12,48.97,46.85,11.65,46.43,75.89,8.67
2005,knock,v,44485,44.80,0.08,0.01,30452,0.96,3915,4066,10568,4556,11674,4171,4830,705,31.51,31.61,82.51,36.12,98.66,33.08,39.67,5.89
2012,match,v,44314,44.63,0.03,0.01,31718,0.98,5721,6571,4498,3161,4657,7717,6182,5807,46.04,51.09,35.12,25.06,39.36,61.20,50.78,48.48
2018,bunch,n,43989,44.30,0.05,0.01,30961,0.97,8747,6628,9141,6278,4751,4410,3534,500,70.40,51.53,71.37,49.77,40.15,34.97,29.03,4.17
2029,doubt,n,43620,43.93,0.02,0.00,31826,0.97,6927,6504,3360,7991,4507,5035,5128,4168,55.75,50.57,26.23,63.35,38.09,39.93,42.12,34.79
2033,nurse,n,43524,43.83,0.14,0.02,16103,0.94,2967,3654,5385,3683,8860,4372,4894,9709,23.88,28.41,42.05,29.20,74.88,34.67,40.20,81.05
2038,weird,j,43433,43.74,0.07,0.01,25458,0.96,5783,4724,17706,4261,5229,3258,2029,443,46.54,36.73,138.25,33.78,44.19,25.84,16.67,3.70
2041,daddy,n,43376,43.68,0.65,0.03,15264,0.92,1670,1591,22265,2690,11181,2167,1474,338,13.44,12.37,173.84,21.33,94.50,17.19,12.11,2.82
2053,chain,n,43156,43.46,0.05,0.01,25611,0.97,4528,5368,3995,3122,6350,7759,6956,5078,36.44,41.74,31.19,24.75,53.67,61.53,57.14,42.39
2062,offer,n,42944,43.25,0.03,0.00,29447,0.97,6472,5932,4772,2837,3550,6917,8652,3812,52.09,46.12,37.26,22.49,30.00,54.86,71.07,31.82
2064,guide,n,42871,43.17,0.26,0.02,25738,0.95,4906,6781,1641,2040,3024,11367,5500,7612,39.48,52.72,12.81,16.17,25.56,90.15,45.18,63.54
2065,forth,r,42832,43.13,0.01,0.00,29639,0.96,4931,8078,2209,7075,8662,4278,2618,4981,39.68,62.81,17.25,56.09,73.21,33.93,21.50,41.58
2073,ought,v,42597,42.90,0.02,0.01,25236,0.94,4127,5543,5752,12698,5512,2956,2610,3399,33.21,43.10,44.91,100.67,46.58,23.44,21.44,28.37
2075,trail,n,42439,42.74,0.20,0.01,19594,0.92,3033,3456,2594,3792,5861,13926,8080,1697,24.41,26.87,20.25,30.06,49.53,110.44,66.37,14.17
2076,brown,j,42423,42.72,0.08,0.01,24182,0.92,2609,3182,2672,1974,15481,9386,5495,1624,21.00,24.74,20.86,15.65,130.84,74.44,45.14,13.56
2079,sheet,n,42366,42.66,0.06,0.01,23578,0.95,3581,4827,2824,1963,10104,10045,4699,4323,28.82,37.53,22.05,15.56,85.39,79.66,38.60,36.09
2082,fault,n,42283,42.58,0.03,0.01,26094,0.97,6073,5455,14272,3744,5746,2828,2436,1729,48.88,42.41,111.44,29.68,48.56,22.43,20.01,14.43
2087,apart,r,42168,42.46,0.02,0.01,31684,0.98,4417,4951,6066,5058,7280,7589,4273,2534,35.55,38.50,47.36,40.10,61.53,60.19,35.10,21.15
2099,other,i,41717,42.01,0.11,0.00,31215,0.96,9085,8555,2656,4739,3725,3742,3857,5358,73.12,66.52,20.74,37.57,31.48,29.68,31.68,44.73
2107,FALSE,j,41580,41.23,0.07,0.01,23936,0.96,8538,8780,2643,4696,2986,4560,3868,4867,68.71,68.27,20.64,37.23,25.24,36.16,31.77,40.63
2115,thick,j,41420,39.96,0.03,0.00,25561,0.91,2404,3039,1892,1426,16139,8448,4265,2065,19.35,23.63,14.77,11.31,136.40,67.00,35.03,17.24
2120,noise,n,41144,41.43,0.06,0.01,22846,0.95,3912,4454,4760,2868,11813,4822,3498,5017,31.48,34.63,37.17,22.74,99.84,38.24,28.73,41.88
2124,cycle,n,41088,41.38,0.05,0.01,21591,0.94,7072,7559,1479,2755,1689,6674,3607,10253,56.92,58.77,11.55,21.84,14.27,52.93,29.63,85.59
2143,route,n,40816,41.10,0.15,0.01,23337,0.96,5338,5550,2581,2795,3927,7981,7950,4694,42.96,43.15,20.15,22.16,33.19,63.30,65.30,39.19
2148,elect,v,40738,41.02,0.02,0.00,23071,0.94,7927,8271,1056,8123,799,3799,7296,3467,63.80,64.31,8.25,64.40,6.75,30.13,59.93,28.94
2149,smell,v,40735,41.02,0.06,0.01,23845,0.93,2539,2348,12610,2554,15568,2848,1643,625,20.43,18.26,98.46,20.25,131.57,22.59,13.50,5.22
2158,solid,j,40301,40.58,0.06,0.01,28742,0.97,6226,5714,2798,2457,4945,7462,5213,5486,50.11,44.43,21.85,19.48,41.79,59.18,42.82,45.80
2168,aside,r,40119,40.40,0.01,0.00,29428,0.97,5155,4768,2551,3850,8338,7190,5679,2588,41.49,37.07,19.92,30.52,70.47,57.02,46.65,21.60
2177,click,v,39951,40.23,0.27,0.02,21703,0.91,9224,14663,1102,1613,4362,5389,2589,1009,74.24,114.01,8.60,12.79,36.87,42.74,21.27,8.42
2182,frame,n,39817,40.10,0.07,0.03,20969,0.94,4284,4737,1718,1762,7563,10245,2914,6594,34.48,36.83,13.41,13.97,63.92,81.25,23.94,55.05
2184,quote,v,39780,40.06,0.08,0.00,25225,0.94,7184,6433,1381,10739,1596,3151,3764,5532,57.82,50.02,10.78,85.14,13.49,24.99,30.92,46.18
2187,brand,n,39754,40.03,0.07,0.01,20195,0.94,9788,6781,1213,2618,1604,8581,7087,2082,78.77,52.72,9.47,20.76,13.56,68.05,58.21,17.38
2195,asset,n,39563,39.84,0.06,0.01,18188,0.94,6487,6449,1489,3318,939,7461,7674,5746,52.21,50.14,11.63,26.31,7.94,59.17,63.03,47.97
2198,taste,n,39481,39.76,0.08,0.01,26549,0.97,4759,4660,5043,2700,5779,7663,6023,2854,38.30,36.23,39.38,21.41,48.84,60.77,49.47,23.82
2208,pilot,n,39272,39.55,0.11,0.02,16294,0.96,2817,3396,3833,6697,4601,6427,7141,4360,22.67,26.40,29.93,53.09,38.89,50.97,58.66,36.40
2209,stand,n,39230,39.51,0.06,0.01,25997,0.97,4113,3898,3760,5670,6224,7263,5688,2614,33.10,30.31,29.36,44.95,52.60,57.60,46.72,21.82
2237,bible,n,38492,38.76,0.87,0.01,14514,0.94,8405,11177,2825,2606,2994,4509,2935,3041,67.64,86.90,22.06,20.66,25.30,35.76,24.11,25.39
2238,queen,n,38445,38.65,0.54,0.02,17459,0.97,2671,3931,8370,3872,7079,5902,3912,2644,21.50,30.56,65.35,30.70,59.83,46.81,32.13,22.07
2241,cream,n,38234,38.50,0.11,0.02,17933,0.93,2997,2608,5684,2621,5496,11104,7157,567,24.12,20.28,44.38,20.78,46.45,88.06,58.79,4.73
2245,angel,n,38155,38.42,0.45,0.03,16710,0.97,3950,5800,9201,2289,6657,3501,5310,1447,31.79,45.10,71.84,18.15,56.26,27.77,43.62,12.08
2247,trust,n,38062,38.33,0.19,0.01,21177,0.96,5275,5811,3205,4064,1962,5322,5998,6425,42.45,45.18,25.02,32.22,16.58,42.21,49.27,53.64
2257,wheel,n,37921,38.19,0.09,0.01,20640,0.95,3973,3257,4602,2114,10391,8380,3551,1653,31.97,25.32,35.93,16.76,87.82,66.46,29.17,13.80
2260,below,i,37877,38.14,0.06,0.01,26819,0.96,4367,5067,1534,2094,7273,7116,4381,6045,35.15,39.40,11.98,16.60,61.47,56.44,35.99,50.46
2265,whole,n,37840,38.11,0.01,0.00,27301,0.96,6521,7303,2798,3410,2842,4044,2699,8223,52.48,56.78,21.85,27.03,24.02,32.07,22.17,68.64
2267,fewer,d,37775,38.04,0.05,0.00,27213,0.95,4701,4714,496,3010,1296,8376,7732,7450,37.83,36.65,3.87,23.86,10.95,66.43,63.51,62.19
2271,waste,n,37529,37.79,0.07,0.01,17290,0.92,5254,4929,2842,2377,2512,5485,4209,9921,42.28,38.32,22.19,18.84,21.23,43.50,34.57,82.82
2272,print,n,37504,37.77,0.08,0.01,19222,0.95,4586,5353,3919,2018,3181,6484,4417,7546,36.91,41.62,30.60,16.00,26.88,51.42,36.28,62.99
2277,upper,j,37419,37.68,0.17,0.01,23933,0.96,3863,5038,1717,2185,5141,7491,4260,7724,31.09,39.17,13.41,17.32,43.45,59.41,34.99,64.48
2286,entry,n,37187,37.45,0.07,0.01,21702,0.96,6650,7237,1789,1877,2602,4672,4532,7828,53.52,56.27,13.97,14.88,21.99,37.05,37.23,65.35
2296,phase,n,37013,37.27,0.11,0.01,17244,0.91,3636,5123,1941,2488,1269,4380,2967,15209,29.26,39.83,15.16,19.72,10.72,34.74,24.37,126.96
2305,touch,n,36766,37.02,0.08,0.01,26071,0.97,5129,4777,4473,2849,6934,6528,4052,2024,41.28,37.14,34.92,22.59,58.60,51.77,33.28,16.90
2321,first,r,36365,36.62,0.02,0.00,28430,0.96,3499,4579,3241,3237,9652,5500,4097,2560,28.16,35.60,25.31,25.66,81.57,43.62,33.65,21.37
2336,solar,j,35987,36.24,0.14,0.01,9538,0.91,7566,7188,1367,1507,2123,10033,2601,3602,60.89,55.89,10.67,11.95,17.94,79.57,21.36,30.07
2347,lower,v,35791,36.04,0.05,0.01,24593,0.96,4165,4212,1774,3010,8399,6683,3970,3578,33.52,32.75,13.85,23.86,70.98,53.00,32.61,29.87
2360,shift,n,35516,35.77,0.02,0.01,23758,0.97,4098,4289,3022,2221,3534,5053,4811,8488,32.98,33.35,23.60,17.61,29.87,40.07,39.52,70.86
2361,reply,v,35489,35.74,0.05,0.01,19897,0.91,4464,6136,360,591,14480,4346,3223,1889,35.93,47.71,2.81,4.69,122.38,34.47,26.47,15.77
2364,knife,n,35408,35.66,0.05,0.01,17164,0.94,2404,2616,6728,2828,11332,5081,3423,996,19.35,20.34,52.53,22.42,95.77,40.30,28.12,8.31
2365,round,n,35407,35.66,0.02,0.00,22310,0.95,4265,3731,3423,2911,3211,5363,10730,1773,34.32,29.01,26.73,23.08,27.14,42.53,88.14,14.80
2375,watch,n,35203,35.45,0.18,0.02,21068,0.96,3480,3515,6052,3696,9134,4923,3361,1042,28.01,27.33,47.25,29.30,77.20,39.04,27.61,8.70
2380,range,v,35010,35.26,0.01,0.00,24684,0.91,2438,3673,239,1109,835,6898,6294,13524,19.62,28.56,1.87,8.79,7.06,54.71,51.70,112.90
2383,dozen,m,34950,35.20,0.05,0.01,25098,0.88,0,0,0,5142,7545,9254,10462,2551,0.00,0.00,0.00,40.77,63.77,73.39,85.94,21.30
2385,layer,n,34911,35.16,0.04,0.00,18174,0.93,3913,4781,1141,1327,3672,10736,3103,6238,31.49,37.17,8.91,10.52,31.03,85.14,25.49,52.07
2386,bread,n,34840,35.08,0.09,0.01,16722,0.95,3920,4079,3000,1851,6527,8080,6051,1332,31.55,31.72,23.42,14.67,55.16,64.08,49.70,11.12
2389,block,v,34808,35.05,0.03,0.00,25096,0.97,4491,4865,2735,3529,4679,5643,6298,2568,36.14,37.83,21.35,27.98,39.54,44.75,51.73,21.44
2408,sharp,j,34272,34.51,0.04,0.01,25444,0.95,2655,3319,2660,2025,10200,6341,4105,2967,21.37,25.81,20.77,16.05,86.21,50.29,33.72,24.77
2416,cable,n,34164,34.40,0.13,0.02,15300,0.94,3470,3783,2317,3401,3701,7947,7704,1841,27.93,29.41,18.09,26.96,31.28,63.03,63.28,15.37
2425,habit,n,33933,34.17,0.03,0.01,23132,0.97,5111,5275,2218,1938,5165,6476,3187,4563,41.13,41.01,17.32,15.36,43.65,51.36,26.18,38.09
2427,total,n,33836,34.07,0.10,0.01,23355,0.94,4455,5133,743,2059,684,4949,7339,8474,35.85,39.91,5.80,16.32,5.78,39.25,60.28,70.74
2436,proof,n,33755,33.99,0.07,0.01,21987,0.97,6266,7045,4410,3805,2838,3573,2838,2980,50.43,54.78,34.43,30.17,23.99,28.34,23.31,24.88
2447,still,j,33525,33.76,0.05,0.01,26825,0.98,4407,4153,4287,3559,6301,5267,3277,2274,35.47,32.29,33.47,28.22,53.25,41.77,26.92,18.98
2454,rural,j,33383,33.62,0.08,0.00,15834,0.91,3139,3528,236,2471,985,4632,5466,12926,25.26,27.43,1.84,19.59,8.32,36.74,44.90,107.91
2455,match,n,33368,33.60,0.06,0.01,18219,0.97,4299,4428,5098,2382,4128,4988,5717,2328,34.60,34.43,39.80,18.88,34.89,39.56,46.96,19.43
2456,coach,v,33363,33.60,0.21,0.02,15407,0.89,3390,2962,2617,1170,942,3236,16901,2145,27.28,23.03,20.43,9.28,7.96,25.66,138.83,17.91
2463,brief,j,33229,33.46,0.04,0.01,25346,0.96,3498,4521,1276,2608,5698,4335,4296,6997,28.15,35.15,9.96,20.68,48.16,34.38,35.29,58.41
2468,bitch,n,33157,33.39,0.09,0.02,13542,0.88,2042,1589,23091,567,4579,896,247,146,16.43,12.35,180.29,4.50,38.70,7.11,2.03,1.22
2473,shout,v,33053,33.29,0.05,0.02,19197,0.89,2314,2884,2784,1569,16593,3285,2805,819,18.62,22.42,21.74,12.44,140.24,26.05,23.04,6.84
2476,dream,v,33013,33.24,0.08,0.01,22538,0.97,3290,3955,7072,2638,8197,3771,2856,1234,26.48,30.75,55.22,20.91,69.28,29.91,23.46,10.30
2478,usual,j,32997,33.23,0.02,0.00,25493,0.96,4369,4567,2724,1638,8329,4768,3502,3100,35.16,35.51,21.27,12.99,70.39,37.81,28.77,25.88
2481,count,n,32971,33.20,0.13,0.01,19905,0.96,3859,4288,4076,4361,2342,3844,6074,4130,31.06,33.34,31.83,34.57,19.79,30.49,49.89,34.48
2482,swear,v,32971,33.20,0.04,0.01,22126,0.96,2606,2851,13478,2655,6939,2122,1748,572,20.97,22.17,105.24,21.05,58.65,16.83,14.36,4.78
2486,waste,v,32952,33.18,0.04,0.01,24299,0.98,5980,5024,7408,2165,4719,3262,2475,1919,48.13,39.06,57.84,17.16,39.88,25.87,20.33,16.02
2487,relax,v,32948,33.18,0.22,0.01,22696,0.96,2340,2562,12538,1750,6019,4494,2190,1055,18.83,19.92,97.90,13.87,50.87,35.64,17.99,8.81
2490,grass,n,32880,33.11,0.06,0.01,17158,0.92,1973,2736,1900,1350,12020,6960,3550,2391,15.88,21.27,14.84,10.70,101.59,55.20,29.16,19.96
2501,smoke,v,32716,32.95,0.07,0.01,17801,0.97,2834,3107,6842,3428,7681,3493,3147,2181,22.81,24.16,53.42,27.18,64.92,27.70,25.85,18.21
2505,trade,v,32679,32.91,0.04,0.00,20772,0.96,5014,3901,2623,2602,2445,5348,7976,2770,40.35,30.33,20.48,20.63,20.66,42.41,65.52,23.12
2515,black,n,32406,32.63,0.22,0.02,13309,0.93,4228,3954,1234,3877,2261,5699,5722,5431,34.03,30.74,9.64,30.74,19.11,45.20,47.00,45.34
2516,iraqi,j,32364,32.59,1.00,0.01,7637,0.77,1257,1704,339,13155,379,3247,8823,3460,10.12,13.25,2.65,104.29,3.20,25.75,72.47,28.88
2527,track,v,32224,32.45,0.04,0.01,23497,0.98,3583,4171,4734,3495,3075,5746,4816,2604,28.84,32.43,36.96,27.71,25.99,45.57,39.56,21.74
2551,prior,i,31754,31.98,0.19,0.00,21280,0.93,5486,6729,660,2205,662,2970,2336,10706,44.15,52.32,5.15,17.48,5.59,23.55,19.19,89.37
2554,joint,j,31738,31.96,0.25,0.01,18924,0.95,2514,4235,2176,3563,1900,4376,4921,8053,20.23,32.93,16.99,28.25,16.06,34.71,40.42,67.23
2555,doubt,v,31736,31.96,0.02,0.00,23578,0.97,6903,5322,4455,2649,5277,2507,2599,2024,55.56,41.38,34.78,21.00,44.60,19.88,21.35,16.90
2563,giant,n,31557,31.78,0.50,0.01,16923,0.93,4170,3918,1765,1910,2905,5359,10567,963,33.56,30.46,13.78,15.14,24.55,42.50,86.80,8.04
2564,slave,n,31539,31.76,0.07,0.01,11254,0.94,3817,5751,3465,1986,3889,3552,2347,6732,30.72,44.72,27.05,15.74,32.87,28.17,19.28,56.20
2581,tower,n,31252,31.47,0.30,0.02,14892,0.96,2860,3434,3120,2929,6716,5093,5291,1809,23.02,26.70,24.36,23.22,56.76,40.39,43.46,15.10
2591,virus,n,31075,31.29,0.04,0.00,8250,0.91,2136,4186,3198,3706,1449,6613,2923,6864,17.19,32.55,24.97,29.38,12.25,52.45,24.01,57.30
2597,cross,n,31025,31.24,0.38,0.01,17487,0.97,4261,4648,2359,2929,4039,4431,4698,3660,34.29,36.14,18.42,23.22,34.14,35.14,38.59,30.55
2601,green,n,30968,31.19,0.17,0.02,17262,0.93,2269,2304,2070,1145,5898,9729,6215,1338,18.26,17.91,16.16,9.08,49.85,77.16,51.05,11.17
2605,light,v,30928,31.15,0.05,0.01,21530,0.93,2281,2805,4009,1845,11977,4200,2607,1204,18.36,21.81,31.30,14.63,101.22,33.31,21.41,10.05
2610,imply,v,30829,31.05,0.01,0.00,19505,0.93,5895,6550,1180,1360,1612,2723,1614,9895,47.44,50.93,9.21,10.78,13.62,21.60,13.26,82.60
2614,ahead,i,30782,31.00,0.03,0.00,24957,0.97,4058,3717,2867,4270,4771,4722,5158,1219,32.66,28.90,22.39,33.85,40.32,37.45,42.37,10.18
2616,shock,n,30746,30.96,0.06,0.01,21193,0.97,3029,3226,3089,3791,6323,5277,3191,2820,24.38,25.08,24.12,30.05,53.44,41.85,26.21,23.54
2620,dirty,j,30707,30.22,0.12,0.01,20767,0.97,3661,3257,6534,2801,6624,3332,2704,1100,29.46,25.32,51.02,22.21,55.98,26.43,22.21,9.18
2626,anger,n,30587,30.80,0.04,0.00,19243,0.97,3487,3853,2474,4403,7124,3541,3287,2418,28.06,29.96,19.32,34.91,60.21,28.08,27.00,20.19
2632,slide,v,30451,30.66,0.05,0.01,19048,0.89,1674,2052,2017,1064,15793,4507,2147,1197,13.47,15.95,15.75,8.44,133.47,35.74,17.64,9.99
2633,favor,n,30405,30.62,0.00,0.00,22486,0.98,3505,3966,9831,2314,3776,2765,2665,1583,28.21,30.84,76.76,18.35,31.91,21.93,21.89,13.21
2644,depth,n,30176,30.39,0.02,0.00,20243,0.96,4051,4840,1258,1305,3188,5644,3548,6342,32.60,37.63,9.82,10.35,26.94,44.76,29.14,52.94
2645,juice,n,30156,30.37,0.07,0.01,14048,0.91,2282,1714,3716,1754,3721,10919,5558,492,18.37,13.33,29.01,13.91,31.45,86.60,45.65,4.11
2651,draft,n,30062,30.27,0.06,0.01,14878,0.93,3573,4409,855,1960,1740,3979,9736,3810,28.76,34.28,6.68,15.54,14.71,31.56,79.97,31.81
2653,index,n,29987,30.20,0.22,0.01,12701,0.91,2762,4431,388,1532,1734,4758,3329,11053,22.23,34.45,3.03,12.15,14.65,37.73,27.34,92.27
2657,steel,n,29886,30.10,0.07,0.01,15731,0.94,1936,2282,1949,1989,5845,7770,4085,4030,15.58,17.74,15.22,15.77,49.40,61.62,33.55,33.64
2658,motor,n,29863,30.07,0.35,0.01,14629,0.95,2577,2984,1523,2194,2480,6165,4857,7083,20.74,23.20,11.89,17.39,20.96,48.89,39.90,59.13
2662,giant,j,29852,30.06,0.09,0.01,21000,0.97,3299,3487,3449,2252,5152,6513,4223,1477,26.55,27.11,26.93,17.85,43.54,51.65,34.69,12.33
2666,dozen,n,29771,29.98,0.05,0.01,22256,0.90,5784,6058,3738,2083,3165,3536,4870,537,46.55,47.10,29.19,16.51,26.75,28.04,40.00,4.48
2676,essay,n,29637,29.85,0.10,0.01,13088,0.91,3556,5082,794,1445,1639,3332,2013,11776,28.62,39.51,6.20,11.46,13.85,26.43,16.53,98.30
2678,honor,v,29595,29.80,0.06,0.01,21316,0.97,4048,4079,3038,3798,2086,3677,6109,2760,32.58,31.72,23.72,30.11,17.63,29.16,50.18,23.04
2679,drama,n,29588,29.80,0.08,0.01,18203,0.96,3788,3873,2146,3241,1908,5195,6038,3399,30.49,30.11,16.76,25.69,16.13,41.20,49.60,28.37
2686,fifth,m,29510,29.72,0.20,0.01,21605,0.96,2645,3453,2315,2613,2754,3604,7505,4621,21.29,26.85,18.08,20.72,23.28,28.58,61.65,38.58
